rainfall,soil_moisture,slope_angle,vibration,pore_water_pressure,temperature,risk_score,risk_level
30.92,65.9,44.92,0.042,17.05,27.7,34.5,Safe
32.72,58.97,44.31,0.367,8.28,26.3,30.1,Safe
65.76,56.02,47.96,0.095,12.94,24.5,41.9,Watch
29.59,72.42,31.58,0.31,15.21,25.9,23.9,Safe
5.98,59.82,36.65,0.55,15.69,19.5,22.1,Safe
50.24,68.04,22.96,0.301,14.31,20.9,21.7,Safe
50.12,55.79,48.96,0.188,18.29,24.6,44.7,Watch
5.32,65.56,49.55,0.364,12.9,22.6,35.9,Watch
24.49,59.91,43.67,0.054,31.01,24.0,36.9,Watch
41.54,62.48,33.62,0.45,9.81,25.9,21.5,Safe
42.86,58.63,34.9,0.418,23.32,25.5,25.8,Safe
34.93,73.21,33.06,0.253,16.43,19.7,29.3,Safe
35.27,61.07,28.8,0.114,20.78,23.0,24.2,Safe
20.92,63.85,35.83,0.559,21.05,20.2,22.2,Safe
0.0,64.24,21.6,0.25,18.94,20.7,12.2,Safe
65.74,77.9,49.76,0.021,11.2,17.9,60.5,Warning
20.47,72.12,32.72,0.878,16.01,23.4,25.0,Safe
37.65,71.33,47.82,0.511,19.01,17.6,48.4,Watch
32.62,52.38,41.73,0.308,18.64,24.2,33.7,Safe
48.46,59.75,28.7,0.201,11.86,27.1,21.1,Safe
36.72,74.51,26.66,1.126,25.75,24.6,24.1,Safe
37.3,55.63,49.87,0.522,3.04,23.2,37.6,Watch
0.0,65.67,43.16,0.268,16.5,27.6,28.6,Safe
22.5,56.48,27.49,0.371,12.47,24.0,17.2,Safe
46.17,57.28,22.02,0.115,19.09,20.4,14.5,Safe
44.82,78.45,40.91,0.076,24.1,23.4,43.4,Watch
20.73,70.75,29.09,0.112,9.56,28.9,13.3,Safe
11.33,72.87,26.64,0.121,32.12,19.7,18.5,Safe
36.9,71.27,42.05,0.471,19.21,18.9,35.0,Safe
0.0,63.89,40.38,0.053,20.29,24.8,24.3,Safe
17.77,59.47,34.44,0.526,9.36,22.3,20.7,Safe
61.4,61.78,48.28,0.259,17.72,21.4,48.2,Watch
56.68,63.47,40.39,0.17,23.83,19.2,34.4,Safe
42.31,79.21,46.8,0.125,19.26,17.1,49.7,Watch
39.61,54.31,25.72,0.252,18.84,18.6,18.7,Safe
5.75,60.57,28.9,0.134,17.69,27.8,14.7,Safe
23.89,57.7,23.14,0.196,9.73,23.0,9.3,Safe
30.57,73.45,29.14,0.47,9.7,17.1,23.0,Safe
24.21,79.83,49.15,0.344,25.02,26.6,54.8,Watch
29.75,67.47,48.89,0.482,23.29,26.7,44.9,Watch
54.49,68.13,42.81,0.437,24.18,26.7,41.5,Watch
26.87,65.73,35.63,0.591,13.06,21.7,27.9,Safe
29.89,68.5,43.42,0.079,17.05,22.2,36.9,Watch
46.09,71.19,36.6,1.863,25.39,23.4,39.5,Watch
13.71,68.41,20.11,0.226,10.63,27.2,6.4,Safe
22.4,68.99,35.05,0.443,24.78,21.3,29.1,Safe
23.93,71.2,37.97,0.396,14.48,20.7,28.6,Safe
35.83,50.77,27.97,0.292,12.87,25.1,19.5,Safe
29.83,65.02,26.1,1.917,17.81,26.6,21.5,Safe
30.3,67.44,28.21,0.086,11.3,22.8,17.3,Safe
25.03,68.33,38.71,0.192,6.62,25.0,23.4,Safe
18.94,63.63,24.38,0.048,18.46,23.3,16.1,Safe
44.14,66.29,41.61,0.07,21.21,22.2,39.2,Watch
29.93,59.24,32.68,0.437,25.29,20.5,24.1,Safe
44.29,50.8,30.6,0.01,21.64,19.5,20.8,Safe
18.33,72.87,44.22,0.772,29.79,21.2,39.5,Watch
25.02,55.93,35.18,0.351,26.17,20.1,24.9,Safe
31.68,63.72,31.35,0.204,22.43,23.9,25.1,Safe
33.08,59.01,46.34,0.141,20.81,26.7,37.0,Watch
46.32,77.7,31.05,0.047,25.38,23.6,31.9,Safe
28.54,64.36,45.77,0.891,4.72,20.2,35.6,Watch
46.2,62.52,35.13,0.436,15.12,25.6,30.2,Safe
40.62,70.98,26.24,0.144,6.85,23.9,16.2,Safe
33.4,82.25,38.38,0.026,21.98,24.5,42.8,Watch
20.73,68.25,28.56,0.138,13.54,21.4,22.8,Safe
46.35,61.98,24.41,0.071,36.12,26.4,14.8,Safe
21.1,70.57,22.6,0.54,14.89,26.4,14.5,Safe
34.68,52.42,27.25,0.445,18.64,22.4,18.1,Safe
34.19,65.37,42.1,0.241,15.59,25.2,32.2,Safe
31.89,80.95,45.14,0.76,15.07,26.3,51.0,Watch
29.16,66.26,45.85,0.07,10.52,21.6,38.0,Watch
22.67,65.86,28.1,0.21,10.32,22.8,12.4,Safe
10.75,65.17,39.83,0.434,4.92,23.2,20.6,Safe
56.06,61.84,26.91,0.025,21.27,19.7,24.3,Safe
27.62,67.52,38.68,0.163,15.45,24.3,28.8,Safe
33.08,71.2,46.62,0.297,29.6,26.1,45.1,Watch
32.99,62.35,21.23,0.16,10.54,22.6,9.0,Safe
51.43,45.07,49.56,0.229,26.86,24.0,44.6,Watch
64.0,68.72,44.81,0.328,27.43,27.2,50.5,Watch
37.4,82.07,42.85,0.161,25.66,21.8,50.0,Watch
32.64,61.99,40.74,0.039,19.41,24.1,32.4,Safe
18.15,53.23,43.11,0.053,15.97,21.3,24.8,Safe
13.35,70.42,49.84,0.262,25.66,21.2,45.1,Watch
8.39,78.95,43.11,0.067,13.25,24.0,38.7,Watch
23.06,69.23,30.55,0.772,19.62,23.7,22.4,Safe
3.64,78.8,38.42,0.629,17.74,24.7,37.3,Watch
51.18,71.35,30.11,0.15,12.65,23.2,21.1,Safe
41.35,70.65,49.1,0.622,19.67,24.4,48.8,Watch
31.23,60.86,47.0,0.267,22.45,28.0,43.1,Watch
51.64,67.28,37.03,0.061,12.42,26.2,30.3,Safe
18.93,64.76,43.44,0.333,20.76,24.0,33.5,Safe
22.7,64.49,47.29,0.398,4.63,24.5,32.8,Safe
5.99,62.97,27.31,0.031,11.71,22.1,15.2,Safe
46.62,66.8,37.38,0.132,15.26,22.5,29.4,Safe
22.84,54.63,34.45,0.01,20.14,24.5,28.8,Safe
35.24,71.49,43.15,0.133,23.22,23.3,34.9,Safe
50.04,57.98,31.37,0.143,18.5,25.4,23.4,Safe
55.56,63.0,41.27,0.348,21.4,26.8,38.8,Watch
34.56,67.64,32.09,0.078,17.04,22.7,23.9,Safe
40.76,57.58,23.33,0.011,20.43,17.0,13.1,Safe
21.44,49.27,23.21,0.133,20.11,29.1,15.4,Safe
60.25,61.94,23.57,0.611,14.95,21.0,20.1,Safe
32.51,53.55,20.98,0.178,15.87,23.6,13.2,Safe
36.2,70.7,35.99,0.188,21.6,25.2,28.2,Safe
28.9,55.77,40.16,0.222,28.87,27.2,31.7,Safe
52.99,76.88,23.8,0.488,25.24,28.4,29.0,Safe
37.99,64.95,38.36,0.229,11.23,21.9,26.5,Safe
46.41,65.47,37.93,0.034,11.25,26.6,31.1,Safe
40.31,49.15,24.41,0.081,14.79,23.6,13.7,Safe
31.69,66.16,32.12,0.073,18.59,31.2,29.9,Safe
48.94,64.36,42.65,0.248,18.29,26.3,36.6,Watch
40.18,54.61,20.5,0.011,25.44,22.5,16.8,Safe
20.59,65.7,24.41,0.117,25.77,20.6,16.9,Safe
20.16,61.82,49.87,0.327,18.03,15.1,41.3,Watch
37.23,63.27,42.01,0.153,16.63,25.0,32.2,Safe
48.61,65.21,33.92,0.431,21.1,26.0,29.7,Safe
59.59,61.23,38.89,0.174,24.38,25.2,34.2,Safe
8.34,66.97,45.39,1.356,21.31,15.9,35.3,Watch
35.38,64.31,45.27,1.177,15.41,19.2,40.4,Watch
42.34,68.78,29.74,0.563,14.33,24.4,26.4,Safe
39.44,60.77,34.74,1.081,11.34,28.4,32.1,Safe
50.14,56.48,39.14,0.08,19.16,22.8,31.1,Safe
44.83,59.33,22.16,0.486,21.74,26.3,15.2,Safe
20.22,76.54,48.37,0.136,22.41,19.9,55.1,Watch
19.78,72.65,32.98,0.452,24.91,23.6,28.0,Safe
39.69,74.71,31.13,0.164,26.88,22.2,22.4,Safe
49.86,75.26,47.21,0.12,9.75,26.6,47.3,Watch
37.15,61.27,23.55,1.116,20.43,21.4,18.0,Safe
11.33,67.37,21.18,0.082,20.64,28.0,9.7,Safe
19.29,65.61,40.55,0.497,17.56,22.1,31.6,Safe
45.37,70.28,31.55,0.393,13.03,19.8,23.6,Safe
29.77,62.69,42.93,0.127,26.67,19.9,35.1,Watch
36.77,65.74,22.06,0.215,14.47,21.1,14.2,Safe
50.98,65.58,31.51,0.054,4.84,24.1,18.1,Safe
16.97,69.26,27.06,0.889,18.12,21.2,14.7,Safe
28.79,70.25,42.19,1.206,16.57,20.5,41.2,Watch
27.16,65.75,26.82,0.461,29.15,25.7,22.8,Safe
40.33,65.99,33.74,0.663,20.94,13.4,27.7,Safe
46.59,66.81,44.57,0.03,16.17,21.7,39.3,Watch
12.8,78.17,47.46,0.17,16.82,19.0,45.6,Watch
34.92,51.16,41.68,0.141,16.75,20.4,38.3,Watch
48.04,57.24,32.88,0.291,31.3,23.7,28.7,Safe
7.18,70.39,37.16,0.071,22.05,22.4,33.2,Safe
34.03,67.16,40.69,0.29,9.56,22.1,36.5,Watch
16.76,67.1,46.25,0.372,16.53,26.6,37.7,Watch
25.38,70.34,46.66,0.05,17.86,23.0,38.0,Watch
0.0,66.71,47.93,0.049,11.35,28.4,32.1,Safe
55.89,60.53,44.32,0.013,7.3,25.1,34.8,Safe
29.66,70.03,24.4,0.501,21.57,20.1,19.1,Safe
22.89,65.17,42.43,0.141,13.17,28.8,33.1,Safe
39.92,61.42,44.44,0.089,25.49,23.8,36.0,Watch
19.37,70.52,46.34,0.527,18.05,28.6,45.5,Watch
17.94,70.21,47.74,0.054,15.15,22.2,35.5,Watch
57.65,66.72,35.27,0.195,3.5,23.8,20.4,Safe
62.13,78.74,39.65,0.478,25.33,24.3,47.4,Watch
26.12,75.61,20.29,0.299,19.76,22.5,12.9,Safe
51.01,73.01,37.18,0.283,15.31,26.8,32.4,Safe
40.34,85.53,34.2,0.06,12.66,28.8,38.7,Watch
13.79,63.83,48.87,0.07,27.59,16.1,41.6,Watch
21.08,61.28,47.05,0.306,11.61,25.4,37.5,Watch
58.27,71.88,43.93,0.01,15.79,20.3,38.2,Watch
13.6,62.98,21.71,0.712,21.42,15.2,13.2,Safe
69.21,65.1,32.06,0.151,26.7,24.6,31.1,Safe
26.43,57.11,40.88,0.189,16.7,24.6,28.3,Safe
58.71,69.85,20.89,0.105,13.59,25.0,9.6,Safe
30.42,53.23,27.07,0.733,17.36,24.1,20.2,Safe
47.0,64.23,46.63,0.36,23.43,25.6,42.7,Watch
55.93,64.88,23.89,0.209,24.78,21.2,17.0,Safe
55.85,61.51,21.54,0.308,9.75,23.8,14.4,Safe
26.23,50.94,37.42,0.168,18.69,25.1,25.8,Safe
22.14,50.88,48.39,0.219,9.39,27.1,35.4,Watch
33.78,59.03,45.04,0.155,23.31,23.1,34.7,Safe
15.49,69.31,49.24,0.185,20.53,22.4,46.3,Watch
38.59,67.31,42.61,0.132,12.47,22.8,30.8,Safe
22.69,64.87,33.12,0.028,27.2,19.4,23.7,Safe
51.24,57.92,48.4,0.013,20.01,25.3,40.9,Watch
26.45,67.73,32.8,0.067,19.35,18.6,23.8,Safe
8.87,50.61,30.5,0.101,16.93,24.2,16.8,Safe
56.01,45.83,33.45,0.774,17.95,23.3,27.4,Safe
37.75,63.06,44.42,0.331,15.71,18.3,37.7,Watch
35.44,60.63,47.53,1.112,13.55,18.5,44.9,Watch
51.42,73.11,30.73,0.145,25.37,20.4,27.0,Safe
48.07,66.26,33.87,0.18,15.04,22.0,30.3,Safe
23.57,78.21,46.95,0.445,14.84,27.4,43.6,Watch
28.25,60.61,21.41,0.302,17.22,22.7,7.3,Safe
18.31,68.89,43.52,0.263,26.55,24.6,37.2,Watch
13.03,62.98,33.63,0.3,24.79,26.8,25.0,Safe
43.68,76.05,31.3,0.307,15.63,26.2,28.1,Safe
40.88,63.37,33.41,0.508,25.36,23.0,28.4,Safe
46.41,71.84,32.56,0.386,18.65,20.9,30.3,Safe
54.22,56.38,42.7,1.104,12.94,24.5,40.3,Watch
46.62,61.68,47.84,1.035,15.14,20.9,43.9,Watch
47.95,64.33,34.74,0.192,26.24,28.4,34.5,Safe
3.83,75.11,44.98,0.013,30.5,25.6,45.1,Watch
30.4,47.42,41.96,0.01,19.92,23.6,26.8,Safe
49.47,62.34,29.92,0.046,14.6,24.5,19.6,Safe
17.48,62.07,37.62,0.027,17.25,23.5,28.1,Safe
36.38,48.38,40.0,0.164,13.43,21.9,23.6,Safe
42.79,61.29,20.7,0.019,14.3,24.5,9.1,Safe
41.64,52.67,31.88,0.343,13.71,22.3,19.2,Safe
40.53,46.35,49.78,0.074,17.52,28.8,45.3,Watch
43.98,62.9,39.12,0.253,18.72,20.9,29.9,Safe
37.71,62.63,30.03,0.038,17.11,24.5,22.9,Safe
13.06,63.04,27.5,0.616,16.67,20.7,17.1,Safe
42.6,67.02,26.28,0.53,22.56,20.6,25.5,Safe
39.27,57.96,32.05,0.171,16.62,17.6,23.2,Safe
13.25,79.33,25.8,0.845,17.01,24.2,26.0,Safe
55.7,64.73,24.06,0.072,16.94,21.4,18.1,Safe
43.01,75.29,30.92,0.589,27.26,26.3,31.0,Safe
14.29,51.56,38.21,0.276,15.05,24.2,24.3,Safe
22.74,58.32,24.39,0.14,21.58,23.4,14.7,Safe
26.54,70.49,21.33,0.031,13.51,18.8,10.8,Safe
26.53,63.19,21.04,0.066,20.1,24.8,14.2,Safe
39.4,56.41,28.02,0.695,21.28,21.0,27.8,Safe
20.35,50.29,25.7,0.327,24.51,18.7,16.1,Safe
51.92,70.87,36.18,0.095,15.69,24.3,32.3,Safe
50.69,70.21,33.67,0.24,11.32,19.2,28.3,Safe
44.29,66.95,29.74,0.04,13.3,16.7,14.7,Safe
35.66,61.03,45.01,0.036,23.79,26.9,39.4,Watch
49.06,56.1,35.15,0.834,30.49,21.3,33.9,Safe
30.86,64.58,22.75,0.214,23.01,17.8,11.9,Safe
24.13,54.48,28.87,0.157,10.43,20.1,12.0,Safe
52.85,58.99,49.2,1.042,22.8,20.8,50.8,Watch
39.76,75.09,49.31,0.178,12.34,26.4,54.6,Watch
24.74,50.19,27.64,0.143,15.91,18.0,14.9,Safe
28.73,70.42,25.02,0.112,19.12,19.0,15.8,Safe
23.95,76.95,34.87,0.291,20.13,25.9,38.4,Watch
65.33,71.53,34.44,0.286,18.39,21.7,33.9,Safe
35.06,68.19,32.3,0.01,14.39,23.7,20.0,Safe
37.37,61.29,35.88,0.372,24.36,21.5,27.9,Safe
45.82,59.83,26.97,0.543,14.83,29.1,29.3,Safe
16.77,47.01,23.45,0.335,25.53,19.1,11.7,Safe
51.45,65.3,37.11,0.714,9.84,23.8,30.2,Safe
25.88,61.78,47.98,0.113,19.29,27.5,40.5,Watch
62.45,59.42,24.13,0.075,10.64,21.9,15.5,Safe
30.31,64.84,41.14,0.418,13.0,20.7,33.3,Safe
50.56,65.5,33.14,0.073,14.92,25.3,26.5,Safe
0.0,59.92,28.82,0.033,27.12,26.0,16.8,Safe
17.37,77.9,45.59,0.036,25.85,20.6,49.6,Watch
30.6,70.84,33.69,0.512,23.25,27.4,25.0,Safe
4.54,72.17,37.5,0.01,18.2,23.2,26.1,Safe
44.01,64.17,33.29,0.12,19.13,24.5,24.5,Safe
39.69,69.09,22.44,0.048,25.6,27.5,19.7,Safe
20.14,57.83,37.85,0.492,22.21,25.3,28.1,Safe
34.76,70.33,32.57,0.245,18.11,23.0,30.1,Safe
47.1,63.36,22.6,0.081,26.92,21.0,15.0,Safe
3.45,56.82,37.87,0.486,22.89,31.1,26.4,Safe
15.9,64.82,20.3,0.486,19.45,20.6,14.9,Safe
29.97,62.66,26.26,0.259,15.25,24.0,14.6,Safe
35.36,83.58,43.43,0.113,14.7,24.5,50.4,Watch
34.12,68.48,21.14,0.309,15.98,24.7,13.6,Safe
48.34,77.64,39.4,0.949,20.74,29.4,50.5,Watch
42.16,74.05,48.49,0.019,23.01,23.1,47.8,Watch
45.45,65.3,25.14,0.109,9.33,22.7,16.0,Safe
14.15,61.45,32.51,0.117,6.32,27.7,16.5,Safe
37.17,51.08,37.26,0.35,12.29,22.6,26.5,Safe
30.39,58.03,33.51,0.369,15.55,25.6,18.7,Safe
56.93,70.3,38.61,0.081,25.18,23.6,33.0,Safe
37.62,62.58,32.12,0.085,16.32,25.8,22.7,Safe
24.96,68.01,24.46,0.922,19.53,25.2,22.5,Safe
47.79,48.76,22.67,0.494,20.51,21.8,19.2,Safe
43.45,68.63,42.33,0.953,11.86,17.5,40.6,Watch
22.68,73.77,27.16,0.619,26.76,18.0,18.0,Safe
29.77,50.79,45.42,0.18,14.01,17.5,33.6,Safe
30.03,67.97,42.29,0.046,27.36,22.7,34.5,Safe
53.41,75.75,21.48,0.348,17.24,15.9,18.9,Safe
38.05,78.44,26.04,0.152,15.97,22.5,25.0,Safe
45.9,60.97,28.76,0.194,11.34,23.4,21.5,Safe
27.6,71.24,37.83,0.194,19.18,25.6,33.4,Safe
40.02,76.44,44.29,0.965,31.53,24.5,50.4,Watch
54.55,68.21,21.81,0.025,20.48,25.7,12.7,Safe
29.58,75.28,27.49,0.075,19.62,24.2,26.6,Safe
36.73,64.71,31.29,0.328,14.0,22.0,26.6,Safe
14.55,68.15,25.5,0.753,21.55,22.7,18.3,Safe
23.52,60.03,36.36,0.875,18.95,20.4,28.5,Safe
29.98,63.68,34.34,0.286,17.62,23.7,28.5,Safe
19.09,68.47,29.49,0.012,20.97,18.2,21.1,Safe
54.83,59.43,35.51,0.158,7.1,26.2,28.0,Safe
22.43,63.21,30.67,0.879,17.4,20.1,20.8,Safe
46.8,71.09,30.3,0.243,10.82,23.5,25.8,Safe
37.8,81.42,27.96,0.454,18.17,24.0,27.0,Safe
35.46,48.6,36.21,0.11,13.65,26.5,20.6,Safe
57.29,80.81,33.32,0.01,14.06,18.0,31.8,Safe
1.09,62.92,25.89,0.302,10.0,22.0,11.7,Safe
32.06,72.72,20.39,0.631,24.69,24.6,19.3,Safe
18.79,74.29,24.53,1.621,13.93,28.3,18.8,Safe
5.58,77.52,21.29,0.656,14.25,22.9,17.3,Safe
17.08,59.18,32.95,0.283,27.18,21.2,18.6,Safe
35.26,63.2,26.75,0.328,21.41,29.1,25.7,Safe
24.12,64.57,32.61,0.608,5.79,25.4,19.9,Safe
48.45,62.14,29.88,0.01,26.31,27.1,24.4,Safe
31.79,75.55,36.14,1.06,27.89,19.4,40.9,Watch
30.13,64.39,41.72,0.265,27.33,24.6,37.7,Watch
30.2,52.05,34.38,1.063,22.01,19.8,28.4,Safe
33.52,59.94,21.86,0.506,11.39,19.1,18.2,Safe
28.72,52.37,20.53,0.058,17.7,24.7,10.9,Safe
22.23,63.17,26.4,0.063,9.31,25.0,20.4,Safe
49.84,70.38,32.75,0.153,12.8,21.6,27.5,Safe
25.64,59.76,21.35,0.107,11.33,27.3,11.6,Safe
29.25,61.78,29.83,0.202,14.24,21.9,22.0,Safe
41.44,62.8,46.61,0.324,18.98,22.2,41.6,Watch
39.78,66.13,22.7,0.201,15.33,22.9,15.8,Safe
21.6,69.13,48.46,0.02,15.07,22.3,39.4,Watch
46.32,71.46,45.7,1.3,16.25,26.8,46.6,Watch
43.07,83.04,44.95,0.194,27.0,19.9,59.4,Watch
37.67,65.99,45.91,0.667,30.98,20.7,51.2,Watch
28.53,70.89,22.4,0.027,15.3,19.4,14.2,Safe
28.9,52.3,24.54,0.581,20.02,28.7,19.2,Safe
31.97,61.97,24.03,0.067,12.95,22.0,17.0,Safe
16.52,62.84,23.34,0.398,22.61,20.7,17.5,Safe
34.41,56.86,29.83,0.379,15.14,22.1,21.8,Safe
48.38,60.71,44.91,0.842,13.73,25.5,42.0,Watch
48.15,64.14,27.56,0.135,30.01,25.0,23.7,Safe
29.29,60.96,27.33,0.04,9.86,21.3,14.2,Safe
50.96,85.81,40.28,0.7,3.28,21.8,45.0,Watch
63.59,69.1,22.91,0.141,22.41,18.6,15.0,Safe
30.26,81.01,30.81,0.093,15.79,23.4,29.5,Safe
45.37,76.94,28.86,0.233,14.12,26.8,27.4,Safe
1.06,59.89,45.42,0.055,34.39,21.3,37.3,Watch
16.13,65.3,35.44,0.123,22.38,24.9,23.6,Safe
36.37,61.52,39.39,0.17,17.65,21.3,33.4,Safe
19.9,63.71,23.87,0.114,13.75,19.7,14.5,Safe
65.59,57.19,47.87,0.209,20.67,25.0,51.6,Watch
43.97,61.47,29.67,0.17,7.6,30.0,25.8,Safe
49.49,67.88,41.21,0.521,14.9,24.6,35.4,Watch
34.56,67.66,48.64,0.877,17.78,21.8,41.7,Watch
19.95,67.03,35.26,0.037,19.28,22.0,25.7,Safe
27.22,64.52,35.23,0.607,17.15,28.7,24.7,Safe
38.82,71.89,23.52,0.94,13.84,23.9,16.8,Safe
25.43,62.94,31.71,0.406,23.52,20.7,21.5,Safe
45.07,76.13,45.57,1.971,8.09,22.8,51.8,Watch
45.67,50.22,24.05,0.143,16.33,23.6,18.3,Safe
35.07,70.25,47.53,0.621,14.89,24.4,40.1,Watch
7.62,68.91,40.02,0.392,24.07,27.5,30.1,Safe
60.72,59.6,32.63,0.137,15.25,26.8,22.3,Safe
31.81,62.16,36.39,0.427,20.63,23.6,24.6,Safe
75.64,68.72,24.51,0.249,20.0,22.9,20.1,Safe
44.79,72.33,26.52,0.073,6.99,24.2,18.3,Safe
31.85,51.0,28.59,0.067,17.61,21.2,14.7,Safe
41.72,70.03,31.55,0.437,7.54,25.9,19.8,Safe
4.71,61.34,47.47,0.436,20.11,22.4,30.8,Safe
50.39,74.0,31.03,0.265,13.62,24.5,25.5,Safe
73.5,50.29,35.72,0.244,25.12,28.1,38.5,Watch
3.66,84.56,24.86,0.069,16.92,24.7,16.0,Safe
30.69,57.91,42.08,0.196,13.38,23.7,29.5,Safe
33.42,76.44,36.81,0.718,25.2,21.4,42.0,Watch
48.13,64.45,33.2,0.675,12.77,22.8,26.7,Safe
66.59,58.45,48.42,0.379,23.37,19.6,48.6,Watch
40.74,67.12,46.72,2.078,20.81,24.6,50.6,Watch
67.13,73.23,39.79,0.783,15.81,16.6,39.3,Watch
37.56,52.58,47.65,0.055,9.98,25.9,33.2,Safe
41.77,70.61,36.94,0.178,25.45,25.2,33.3,Safe
39.92,64.9,44.81,0.05,21.0,23.3,35.3,Watch
53.3,69.62,32.28,0.22,13.37,21.4,22.0,Safe
28.67,65.09,22.6,0.524,19.47,23.0,13.7,Safe
47.27,60.43,49.82,0.059,24.04,17.7,48.0,Watch
16.54,56.1,24.97,0.743,18.67,25.5,19.0,Safe
30.73,70.38,27.55,0.295,19.43,22.5,18.9,Safe
25.45,70.34,24.89,0.484,24.19,27.5,20.5,Safe
36.32,70.3,30.12,0.016,27.22,24.2,27.1,Safe
30.26,68.42,28.68,0.034,17.28,23.7,19.6,Safe
51.98,72.56,38.03,0.339,9.98,24.2,34.1,Safe
21.82,76.25,49.89,0.637,10.18,20.1,54.1,Watch
9.03,49.99,21.58,0.725,13.85,21.6,9.4,Safe
14.64,46.27,43.35,0.408,12.39,23.4,26.9,Safe
49.91,78.74,23.84,0.079,7.91,22.1,23.7,Safe
20.46,54.27,20.6,0.076,29.09,21.3,9.2,Safe
40.97,56.31,39.16,0.746,21.17,22.2,33.9,Safe
30.58,62.7,46.2,0.042,14.86,23.1,34.7,Safe
47.36,51.77,25.29,0.406,17.8,30.0,24.8,Safe
31.54,61.95,30.25,0.267,7.28,22.0,16.4,Safe
76.47,57.42,25.06,0.192,24.94,21.0,20.6,Safe
63.47,63.13,47.2,0.203,6.3,22.5,38.9,Watch
30.27,67.24,28.11,1.016,21.06,27.5,19.6,Safe
28.22,62.25,33.34,0.692,6.97,27.7,18.5,Safe
81.98,61.85,46.84,0.701,15.52,28.8,52.9,Watch
18.82,67.06,36.59,0.183,25.46,23.2,29.6,Safe
34.17,73.35,47.99,0.04,8.2,24.9,39.3,Watch
35.34,77.82,47.79,2.148,17.11,19.8,59.8,Watch
34.96,63.25,33.85,0.055,21.77,21.9,24.5,Safe
8.92,79.6,37.47,0.254,20.79,19.7,37.4,Watch
42.45,72.01,26.91,0.108,18.42,24.4,21.7,Safe
20.44,55.14,49.72,0.25,20.97,23.1,39.3,Watch
56.54,54.91,28.35,0.127,14.34,23.7,20.5,Safe
13.16,60.38,43.5,0.795,29.6,20.5,35.9,Watch
35.89,76.56,29.39,1.208,8.34,25.6,33.6,Safe
1.76,60.99,29.39,0.185,24.97,15.8,20.2,Safe
2.68,49.86,23.12,0.025,19.14,22.2,10.0,Safe
22.41,63.17,36.8,0.381,21.7,22.7,27.8,Safe
24.53,49.16,27.34,0.165,22.77,16.9,15.7,Safe
56.99,56.56,24.45,1.493,21.33,24.2,22.1,Safe
34.39,60.3,26.8,0.033,13.13,22.5,17.0,Safe
54.39,66.2,27.53,0.044,16.28,24.7,16.1,Safe
29.3,73.19,35.12,0.421,9.29,29.0,25.8,Safe
44.09,70.55,31.58,0.498,16.21,24.0,25.6,Safe
24.12,55.57,22.26,0.223,19.94,25.9,12.7,Safe
23.1,62.03,36.08,0.114,21.64,27.1,26.9,Safe
7.69,65.61,43.63,0.13,20.35,24.5,32.2,Safe
40.04,62.9,37.23,0.144,7.47,20.4,27.8,Safe
38.93,62.85,49.24,0.089,14.63,18.1,41.0,Watch
46.66,51.22,22.97,0.665,14.03,24.1,18.0,Safe
38.22,55.78,44.63,0.024,10.14,21.8,34.6,Safe
65.39,61.78,35.17,0.183,12.98,26.9,34.9,Safe
37.64,40.25,35.65,0.482,18.01,21.6,26.5,Safe
49.88,70.13,35.57,0.01,26.48,23.0,29.6,Safe
30.14,54.02,29.76,0.736,12.28,19.5,19.8,Safe
21.37,70.49,29.74,0.429,11.23,22.0,19.0,Safe
45.77,69.79,38.96,0.027,14.4,20.2,32.0,Safe
33.66,60.65,21.34,0.789,20.02,20.4,18.1,Safe
47.48,73.0,37.66,0.234,25.34,22.8,34.1,Safe
40.29,70.95,41.74,0.37,17.48,21.2,35.3,Watch
23.1,62.53,30.69,0.748,9.32,30.9,22.2,Safe
51.12,61.63,26.52,0.745,10.6,25.5,18.2,Safe
21.93,73.78,26.4,0.184,19.13,26.3,15.8,Safe
44.38,66.86,22.46,0.095,23.97,22.7,16.7,Safe
54.22,73.36,22.69,0.104,28.89,23.3,13.7,Safe
29.23,45.89,25.0,0.508,10.91,21.7,12.8,Safe
52.34,65.79,20.58,0.928,18.84,30.9,23.2,Safe
40.96,52.38,27.99,0.026,11.82,22.7,12.4,Safe
47.78,64.79,29.19,0.01,12.61,21.2,16.1,Safe
22.45,70.71,49.86,0.606,12.1,20.7,38.1,Watch
38.21,78.91,49.75,0.171,15.99,24.0,47.6,Watch
13.88,57.49,25.61,0.113,12.71,27.3,18.1,Safe
60.67,60.79,26.39,0.073,32.87,26.3,22.2,Safe
4.79,64.24,34.76,0.149,15.24,20.7,20.1,Safe
29.68,57.2,24.46,1.245,23.93,20.7,16.5,Safe
21.02,72.83,35.12,1.322,14.04,26.7,35.2,Watch
45.12,64.44,31.98,0.141,31.4,29.3,32.9,Safe
63.86,65.98,29.74,1.16,20.03,22.6,28.7,Safe
44.82,69.96,44.68,0.125,23.02,26.6,44.6,Watch
79.42,64.43,44.84,0.675,14.45,18.6,47.3,Watch
14.33,58.46,49.64,0.083,23.86,20.5,37.6,Watch
15.48,64.5,26.69,0.613,20.01,20.0,16.8,Safe
21.6,58.15,46.65,0.153,15.73,24.2,33.2,Safe
36.82,65.86,36.14,0.076,11.52,22.5,24.0,Safe
19.6,72.98,37.74,0.955,16.57,23.7,34.3,Safe
